id,text,type
128,"Odio il fatto che ""lavorare"", ""fare carriera"" aggiunga meriti alla tua persona, aggiunga qualità positive, pregi. Un giorno mi sono domandata come mai a una donna che conosco e che non lavora e non ha studiato e che ha due bambini piccoli non le venga mai chiesto  che lavoro faccia, se ha una posizione di un certo livello o no. L'ho chiesto a mia madre che ha risposto ""eh ma lei ha fatto due figli"", anche qui con un senso di merito, di lode per ciò che ha fatto. Praticamente o lavori o fai figli, questi sono i modi per contribuire a questa società, questi i meriti.
Inoltre di molti lavori non mi piace il fatto che non contribuiscano al benessere della collettività e del mondo intero, molti anzi distruggono il mondo ma la gente li fa perché c'è da portare il pane a casa.",1
129,"il non poter dire “oggi sto a casa, non me sento di lavorare” senza peso sul cuore o sulla coscienza. Pena è il senso di colpa, il giudizio sempre negativo da parte della società e il rischio di conseguenze anche gravi come perdere il posto di lavoro. C’è questa abitudine di moltissime persone a vantarsi di non aver mai fatto un giorno di assenza in 20 anni. Non lo sopporto, mi fa arrabbiare e sentire una reietta sociale",1
130,Finalmente mi rendo conto di non essere sola contro questa cosa,2
131,"Odio il lavoro perché prende talmente tanto tempo nelle nostre vite da non lasciare spazio per nient'altro. Mi sono esaurita cercando di far entrare hobby, sport, amicizie, relazioni, famiglia e risposo in quello straccetto di tempo che il lavoro misericordiosamente ci lascia alla fine della giornata... Alla fine ho dovuto scegliere quale di queste cose (che amo) era la più sacrificabile perché non ce la facevo. Ed è così che ho smesso di fare sport. Il lavoro quindi impatta anche il mio benessere fisico",1
132,"Gli orari imposti. Dover stare tot ore per tot giorni a lavorare, sembra che il mio tempo non sia più mio, che stia vivendo la mia vita per dare profitto a qualcun'altro e a me rimane solo il weekend(e sono già fortunata rispetto agli altri) in cui sono troppo stanca o svogliata per fare altro",1
133,"Odio il lavoro perché toglie tempo alla vita vera.

Guadagnando pochi soldi e a nero (oltre a non essere tutelata, non avere ferie pagate, malattia, assicurazione per infortuni, tredicesima e quattordicesima, TFR, oltre a vivere nell'ansia continua di non riuscire a costruire niente, a poter uscire da questa situazione che mi pesa come una condanna) sono costretta a lavorare tante ore, dalle 9 alle 14 ore al giorno. Dopo un mese che andavo avanti così mi sono resa conto che nel poco tempo libero che avevo ero esausta e dormivo, oppure mi sforzavo ad uscire un po’ con i miei amici ma ero assente. Mi sono resa conto che non leggevo un libro da 31 giorni, perché non avevo tempo; che non mi cucinavo un pasto sano e colorato da due settimane, perché non avevo tempo; che non avevo incontrato persone nuove, né fatto nuove esperienze, né partecipato alla vita pubblica in alcun modo.",1
134,"Semplicemente la mia vita non era più una vita, ma era una diventata routine dalla quale vieni inglobato totalmente: ti alzi alle 07.00, esci e vai a lavoro fino alle 23.00 la sera e quando rientri sei così stanco che crolli a dormire.
Non è questa la vita che voglio fare. Non voglio dover rinunciare ad una gita in campagna, ad un aperitivo la sera, ad una chiacchierata con i miei amici, a leggere un buon libro o a rilassarmi con una tisana e una maschera homemade. Cosa mi resterà della mia vita quando sarò alla fine? Cosa avrò fatto a parte lavorare? Per poi non riuscire a mettere da parte niente, perché tutti i pochi soldi che guadagno mi bastano appena per arrivare a fine mese. E sto cercando un altro lavoro ma ogni lavoro richiede sempre più impiego di forze ed energie ed è retribuito poco e male. Senza contare che ad appena 25 anni ho due lauree e nessuna esperienza: sono costretta a fare lavori pesantissimi che non hanno a che fare con il mio percorso di studi per mantenermi",1
135,"Ho supplicato per poter fare stage non retribuiti, mi sento umiliata come individuo, come studente e come cittadina. E la cosa terrificante è che c'è chi sta pure peggio di me...e io lo so, lo ho visti, ci ho lavorato insieme, fianco a fianco. Persone sfruttate, che magari non hanno i documenti perché li stanno aspettando da quattro anni e che lavorano 15 ore al giorno in stanzini bui senza mai uscire o sedersi. Io non so come si possa continuare a dire che le persone non hanno voglia di lavorare, semplicemente non arriviamo a fine mese con sti schifo di contratto che ci proponete...non è sostenibile per noi, perché ci perdiamo la vita vera. Io non voglio arrivare ad 80 anni (sempre se ci arrivo), guardare indietro alla mia vita e scoprire che ho passato 4/5 del mio tempo a lavorare ed il restante 1/5 a dormire per recuperare le forze...per chi poi? Per cosa? Non per me, questo poco ma sicuro.
Odio lavorare perché toglie tempo alla vita vera.",1
136,"Per il continuo senso di colpa ora che  finalmente dopo 10 anni di precariato ho un lavoro normale ma sono  circondata da gente senza diritti minimi. Questo porta a litigare con me stessa e altri nella mia privilegiata condizione quando voglio approfittare di diritti base tipo la malattia o la pausa pranzo o non essere reperibili 24/7 e quando lo si fa sentirsi in colpa per tutti gli altri che lavorano i vivono di fianco a te che non hanno un contratto decente e sono sfruttati all'osso, o persone magari con il tuo stesso contratto ma hanno fatto il grande errore di essere donne che vogliono figli, persone fragili (etc..)",1
137,"La cosa che odio di più è sentirmi alienata dal resto del mondo, dalla mia vita, dalle mie relazioni strette per 8 ore al giorno. Mi sembra di non vivere e sento che il mio cervello per 8 ore al giorno metta il ""pilota automatico"". E lo accetterei se fosse un lavoro che sia d'aiuto alla società, invece non faccio altro che annullarmi per arricchire uno degli uomini più ricchi d'Italia. È frustrante.",1
138,"Perché (almeno al momento) non è pagato. E sono costretto a cercare e accettare il primo lavoro che mi arriva per evitare di pesare sulle spalle di mia madre (anche se questa è più un mio mindset, vorrei l'indipendenza ma non riesco a raggiungerla con il lavoro per il quale ho studiato...)
 Non posso permettermi aprire P.IVA (sarei curatore di mostre e writer), non avrei entrate sufficienti per mantenerla. Nel mondo della cultura che non sia statalizzato i soldi sono veramente pochi, e i lavoratori (soprattutto della mia età, 21 anni) in quest'ambito vengono assunti gratuitamente come tirocinanti, o sono costretti a cambiare città/regione (se non addirittura paese) per colpa dell'atteggiamento che l'Italia ha nei confronti delle iniziative culturali. 
Assieme ad altri giovani professionisti come me sto cercando di sradicare questi fastidiosi preconcetti a Udine la città nella quale risiedo, speriamo di riuscirci nel medio/lungo periodo...",1
139,"ho l'impressione di essere più un peso ( economico) che una risorsa per la mia azienda, in generale mi sembra che non venga giustamente considerato il dipendente anche se gli viene chiesto spesso di fare molto di più di quello che gli compete",1
140,"La cosa che odio di più del lavoro? La mancanza di spirito imprenditoriale di tanti professionisti, titolari di studi, che pur di mantenere salda la propria autorità, preferiscono perdere giovani talentuosi e perpetrare politiche clientelari. Ho visto persone altamente qualificate che hanno dedicato tempo e impegno al lavoro, sentirsi dire: 
che non possono assentarsi per qualche ora per seguire un master (a che serve?); 
che il loro non è lavoro ma ""formazione retribuita""; 
che essendo donna è normale essere pagata 200 euro in meno del collega meno qualificato ma uomo; 
che il contratto prevede 8 ore, ma occorre farne minimo 10, se serve 12; 
che se hai un po’ di febbre, dovresti comunque presentarti a lavoro, basta prendere una tachipirina; 
che se fai le 3 di notte per consegnare un lavoro è colpa tua perché non hai saputo come organizzarti.",1
141,"Avrei un sacco di cose da dire: odio il mio lavoro perché non può darmi stabilità e possibilità di indipendenza e costruire una famiglia (e ho 30 anni), perché 8 ore di lavoro (che se esci esattamente al tuo orario sei malvisto, ma gli straordinari non sono retribuiti né recuperabili) non ti permettono di vivere al di fuori del lavoro, odio la scusa del ""sei giovane e senza esperienza, per ora lo stipendio è basso, ma crescerai"" quando ti accorgi di dover insegnare tu ai 50enni e prendi la metà del loro stipendio... odio una politica che non aiuta i giovani, li sfrutta e li chiama anche ""bamboccioni""...",1
142,"Stare 8 e anche più ore davanti ad un PC è estenuante soprattutto se quello che fai non implica il creare qualcosa ma controllare dati. Io già alle ore 15 la concentrazione è molto al limite. La cosa che più mi innervosisce è che la fatica visiva e mentale mi prosciuga e non riesco a godermi il resto della giornata, o non riesco ad avere quella concentrazione anche per i miei hobby.
Il problema è che non abbiamo più tempo per noi. E quello che ci rimane non è nemmeno di qualità. Quindi poi uno il lunedì spera di arrivare già al venerdì per poi comunque fare nel week end tutto ciò che riguarda la casa.",1
143,"Ciao, io odio il mio lavoro perché è tossico: sono architetta in partita iva che lavora full time in uno studio di architettura famoso a [CENSURED]. lo odio perché non è neanche un vero lavoro in cui alle 19 posso sentirmi libera di andarmene, non ho orari precisi e a volte rimango un studio anche fino alle 3 del mattino, a volte anche i weekend, ed è tutto non detto e non scritto da nessuna parte. è semplicemente così e basta e capisci che non puoi ribellarti perché chi lo fa nel giro di una settimana viene semplicemente intimato di non tornare più (ovviamente non esiste una liquidazione). non sono tutelata sotto nessun punto di vista e ho la sensazione che se un giorno mi accadesse qualcosa di brutto lì dentro nessuno avrebbe il coraggio di dire nulla. non serve aggiungere che anche la paga è misera. c'è un clima di terrore orrendo e sto pensando di andarmene anche se ancora non ho trovato un altro lavoro, perché questo ambiente così tossico mi sta uccidendo.",1
144,"Non puoi avere altri interessi, o se vuoi mettere quegli interessi al giusto posto nella tua vita non puoi perché sembra che non ti interessi del lavoro e ti lasciano da parte, non puoi esprimerti davvero per quello che sei, se sei giovane devi ringraziare iddio di avere un lavoro e tacere se vieni riempito di responsabilità senza la giusta valorizzazione, sia morale che economica.",1
145,"Ciao, rispondo in merito alle ultime storie. Sono un dottorando di ricerca in letteratura e del mio lavoro detesto profondamente i vincoli che mi sono imposti, che quantificano (dobbiamo svolgere 1500 ore in qualche modo registrate ufficialmente) e pretenderebbero di localizzare un lavoro come quello di ricerca che si può svolgere anche al di fuori di una biblioteca e che mi tiene impegnato anche quando non sto direttamente operando, in quanto richiede riflessioni e pensieri che tante volte sopraggiungono anche nei momenti di stacco o la sera nel letto (tanto per fare qualche esempio banale).  Questo eccesso di burocrazia e controllo su un lavoro per sua natura libero produce a volte difficoltà logistiche, spese che potrebbero essere risparmiate e anche qualche ansia evitabile, oltre al fatto che la gente che ti vede studiare o leggere al di fuori dell’Università fatica a capire che stai svolgendo una parte del tuo lavoro, solo perché sembra meno faticoso",1
146,"Per la stragrande maggioranza delle persone che, come me, svolgono un lavoro che non è quello dei loro sogni lavorare è come stare in apnea in attesa di respirare nei weekend e nelle 5/6 settimane all'anno di ferie. Questo, secondo me, non è vivere appieno la propria breve e unica vita ma semplicemente sopravvivere",1
147,"Ti rispondo anche qui perché nel box non ci sta…non riesco assolutamente a capire la logica secondo la quale il mio valore di lavoratrice e la mia produttività debbano essere legate alla mia presenza in ufficio 40 ore a settimana. Per lavorare mi serve un Pc, nient’altro, dover andare ogni giorno in ufficio richiede soldi, benzina, contatto con le persone (rischio contagio) e tempo che passo nel traffico e che potrei usare altrimenti. Mi sembra allucinante, distopico, passare due ore intere al giorno congestionata tra i mezzi perché qualcuno ai piani alti ha deciso di usare il tempo e non i risultati come unità di misura del nostro lavoro",1
148,"Sono insegnante di liceo e nel mio lavoro la burocrazia è diventata soffocante, siamo circondati da carte morte, dobbiamo produrre documenti su documenti spesso inutili. È frustrante. 
Il mio lavoro viene spesso deriso perché chi non è nella scuola vede solo i privilegi dei fantomatici tre mesi di vacanza (non reali), ignorando il carico mentale che ci portiamo dietro. Quest anno sono entrata in ruolo ma non dimentico gli anni di precariato e il burnout che ho vissuto in alcune scuole a causa di questo sistema. L'ansia che provavo a settembre mentre ero in attesa di sapere se avrei o meno lavorato non lo auguro a nessuno.",1
149,"Perché mi costringe a togliere tempo ai miei progetti, allo studio e all'arricchimento personale. Mi piacerebbe fare il corso per fare volontariato nella Croce Rossa ma è una cosa che rimando da secoli perché già non ho tempo per studiare e finire la magistrale, figuriamoci. Ho un progetto fotografico su cui vorrei buttarmi a capofitto, vorrei investire molto di più facendo progetti miei ma passo tutta la settimana attaccata al computer o a essere reperibile per. Il lavoro è diventato un ricatto, essendo freelance: avere meno soldi e più tempo, o più soldi (e di conseguenza maggiore stabilità economica e mentale) e molto meno tempo? Mi sento sempre incastrata, da quando sono uscita dal liceo, e mi vedo costantemente sorpassata da persone che non hanno bisogno di lavorare e possono dedicarsi ai loro progetti. Ho trent'anni e mi sembra di fare il triplo della fatica. So di avere talento e potenziale per fare altre cose e invece... Mentalmente a volte è davvero debilitante.",1
150,"La glorificazione della sofferenza, per poter parlare in azienda te la devi sudare, non è che se alle 18.30 esci dall'ufficio puoi pretendere di essere ascoltato, se ti limiti a lavorare nelle ore in cui sei pagato sei un lavoratore di serie B",1
151,"Il volere instillare l'invidia a tutti i costi. Ostentare i ""benefit"" dei ""piani alti"" (definiti così in azienda tutti i giorni) così che quelli dei ""piani bassi"" (anche questi definiti così in azienda tutti i giorni) invidino gli altri e lavorino di più (RIGOROSAMENTE GRATIS) per arrivare a quel livello.",1
152,sembra che ad esso sia collegato tutto il mio valore in quanto essere umano. “il lavoro nobilita” o “il lavoro dona dignità” quindi automaticamente se non lavori non sei una persona dignitosa,2
153,"Odio il lavoro perchè tira fuori il peggio delle persone.
Quelle che sembrano delle dolci madri su facebook diventano crudeli manager disposti a tutto pur di fatturare e prendere il bonus mensile (che poi sono magari solo 100 euro in più).
Pronti a distruggerti per raggiungere il loro scopo, per mantenere il loro status in cui identificano la propria identità.
Vengo da un quartiere popolare: mi è capitato spesso di conoscere persone ai margini della società: gente “da galera” insomma… spacciatori, rapinatori, violenti, ecc.
Ma lo dico con fermezza: raramente ho trovato un livello di spietatezza spudorata come in certe multinazionali, ma anche semplicemente in piccole startup.
Un sistema di valori completamente sballato… anzi, che dico: assenza di valori, di umanità e soprattutto un incoscienza totale. Incoscienza nel senso di NON coscienza. Animali.",1
154,"Odio il mio lavoro perché sono stata scelta in quanto donna.
4 colleghe, tutte selezionate in quanto donne, da due uomini. Ed è facile capire il perché. Siamo percepite come più remissive, pazienti e meno inclini alla necessità di una retribuzione decente. E la cosa peggiore è che, di fatto, continuiamo a stare al gioco, sostenendo capricci e pretese invalidanti. 
Una mole interminabile di minuti persi davanti a uno schermo, per 3 anni, con la convinzione che mi avrebbero aiutato a essere una professionista migliore e invece sono stati funzionali esclusivamente alla crescita del meccanismo perverso che nutre questo contesto, regalandomi il contentino di una qualifica professionale (giornalista pubblicista) privata della sua vera essenza e, pertanto, inutile.
Il mio valore dipende da quanto produco e tutto quello che pretendo e ottengo in termini di diritti diventa una gentile concessione.
Mollerò presto, ma non mi rimarrà niente, se non una insensata capacità di gestire ritmi insostenibili e l'amara consapevolezza di aver tradito me stessa. 
Ho 29 anni, ho lasciato l'Università a causa di un’ansia soffocante e sto cercando di riprendermi a piccoli passi, imparando ad accettare che non sono come gli altri mi vorrebbero e che forse questa sarà la mia unica salvezza. Grazie per quello che fai",1
155,"""Odio il lavoro perché"" ci sono tanti perché, il primo è che niente è mai abbastanza, è qualcosa che occupa tutto il tempo delle mie giornate, dunque come posso avere altri interessi/passioni o conoscere meglio me stessa se faccio le stesse cose 9 o 10 ore al giorno? Lo odio anche perché lavoro ""nel digitale"" e da fuori a chi ha un lavoro più manuale o fisico sembra una pacchia, ma il livello di alienazione è incomparabile (fermo restando che sono la prima a dire che ci sono molti lavori più pesanti del mio). Il motivo per cui lo odio di più è che viene dipinto come ""cool"" creando false aspettative, in realtà è solo una forma di schiavitù modernizzata, e ti vendono il sogno quando invece è la solita solfa se non peggio. Dunque odio anche e soprattutto questa ipocrisia. La cosa peggiore però è che negli ultimi anni manco lo odio, quello è un sentimento viscerale e più ""da giovani"" ormai mi sento proprio rassegnata e vado avanti per inerzia. Ah, per la cronaca, io ho avuto la ""fortuna"" di lavorare in ben due delle ""aziende dei sogni""  ...stress a livelli indicibili e sfiorato burnout per un pelo",1
156,"Mobbing, violenza psicologica, sfruttamento.
Annullamento della persona e il suo essere.
Continue critiche per via di un look 'insolito' e di piercing e tatuaggi. Negazione di quasi tutti i diritti del lavoratore.

Io a chiedere aiuto economico ai miei genitori, il datore in giro in Range Rover.",1
157,"Perché quello che faccio non è allineato con il mio assetto valoriale, perché è alienante, perché non c'è supporto interno alla realtà e questo genera incredibili picchi di stress e ansia. Perché non mi vengono pagate le ore in più, perché non sono stata formata adeguatamente in ingresso e perché sono part time e dovrei fare altri lavori per mantenermi ma non ho il tempo di farli per la flessibilità richiesta (ripeto, con ore supplementari non pagate)",1
158,Non mi dà nessuna soddisfazione ne sento io contribuisca a creare niente di positivo a livello comunità. A cambio ricevo solo alcuni soldi sufficienti per arrivare a fine mese ( quando sufficienti),2
159,"Ciao. Io trovo odioso il clima di contrasto che c'è tra datore di lavoro e lavoratori. Credo che per cambiare le cose dovremo riuscire a ritenerci alleati. io voglio ritenermi un fornitore del mio datore di lavoro al pari di chi gli fornisce le materie prime. E credo che questo mi permetterebbe di valutare se voglio o meno rifornire questo cliente. L'aspetto che maggiormente mi blocca è il tipo di contratto che dobbiamo stipulare che è troppo vincolante sia per me che per lui. Lui spesso si trova di fronte a un fornitore che, anche davanti a evidenti mancanze contrattuali, non può cambiare. E questo te lo dico da dipendente di un datore di lavoro che in più occasioni ha messo avanti la coscienza non licenziando pur avendo il diritto e l'opportunità di  risolvere il contratto con chi ha avuto comportamenti gravemente sanzionabili. D'altro canto io non ho abbandonato il lavoro quando avrei voluto perché le garanzie che spero mi vengano da un lavoro a tempo indeterminato, non sono recuperabili in altri contesti. Quindi alla fine questa quasi indissolubilità del rapporto di lavoro, che al netto della narrazione le modifiche all'articolo 18 non hanno assolutamente variato soprattutto nei contesti aziendali medio piccoli tipici della realtà italiana, risulta essere una spada di Damocle. Non so se mi sono spiegata, ma quello che voglio dirti è che a differenza di altri paesi in Italia è molto difficile dire basta mi licenzio e faccio altro. E questo non fa bene né al lavoratore né alle aziende in generale. Perché per me dobbiamo pensare all'azienda come un tutt'uno, dove non deve morire di lavoro né il lavoratore né il datore di lavoro",1
160,"Perché anche nel caso in cui riuscissi a “monetizzare” (termine odioso) la tua passione, anch’essa viene distorta dalle richieste del mercato. Non è più un’attività creativa e stimolante ma una necessità volta a soddisfare bisogni terzi. Quindi anche in questo caso non ci si può sottrarre all’alienazione del lavoro. 
Aggiungo inoltre che credo che la retorica della “passione/lavoro” sia un mito, in quanto un essere umano non è fatto per dedicarsi per lo più ad 1 sola attività per tutta la sua vita.",1
161,"Ciao, grazie per il lavoro che fai, più volte ho trovato nei tuoi post le parole per esprimere un pensiero che fino ad allora avevo solo in testa. 
Rispondo alla tua domanda “perché odi il lavoro?”.
Sarebbe più semplice rispondere al perché non lo odi. Come si fa a non odiare una situazione coercitiva nel quale un individuo deve stare per i migliori 40 anni della sua vita, tutto il giorno, tutto l’anno, in cambio di quattro spiccioli che servono fondamentalmente a pagarsi la sola sopravvivenza?
Il lavoro nobilita l’uomo? Ho visto molta più gente debilitata che nobilitata dal lavoro.
Il tema mi interessa particolarmente, mi sono licenziato dopo 13 anni di lavoro nel sociale, perché non c'erano più le condizioni per un trattamento dignitoso della mia professionalità.
Sono assolutamente contrario al concetto lavoro nell’ottica neoliberista, purtroppo però rischio di diventare (ancora più ) prolisso su questo tema.",1
162,"Ciao Alessandro! Buongiorno, volevo ringraziarti tantissimo per questi sondaggi sul lavoro e sul disagio in ufficio/cosa non ci piace/ sfruttamento etc etc perché pensavo davvero di essere l'unica ad odiare il proprio lavoro e mi sentivo una fallita totale. Non riuscivo a parlarne con nessuno, nella vita reale, perché è facile dire ""Se non ti piace cercane un altro"" ma il senso di colpa per il sentirsi così non passa facilmente. Grazie ovviamente anche a tutte le persone che rispondono! 
Buona giornata",1
163,"Ciao, faccio un lavoro logorante (assistenza tecnica) al punto che finite le otto ore (spalmate dalle 7.30 alle 10 di sera dal lunedì al venerdì) sono talmente svuotata che non ho la forza/voglia di parlare con nessuno. Mi devo costringere a leggere un libro, a vedere una serie e  figuriamoci uscire perché vorrei solo fissare il vuoto fino ad addormentarmi.",1
164,"La continua richiesta di superare i propri limiti, la mancanza di rispetto dei tempi e dei modi dei lavoratori e la disparità tra gli uffici. La scorsa settimana eravamo due su quattro dello stesso ufficio, non riuscivamo a fare tutto e lo avevamo dichiarato, siamo andati per priorità il quarto giorno siamo stati ripresi perché il lavoro non era stato fatto come al solito. Io ho la febbre e sto lavorando da casa perché non posso lasciare e non solo non avrò nessun tipo di riconoscimento, ma verrò ripresa perché sicuramente non avrò dato il mio 100%. È estenuante.",1
165,"Riguardo l’odiare il lavoro di cui stai parlando nelle storie. Io odio il lavoro perché mi sento su un tapirulan. Corro un sacco e sempre di più ma non vado da nessuna parte. E questo crea in me tantissima frustrazione e avvilimento perché lo sforzo che faccio non si riscontra poi nell’effettiva realizzazione personale e nella costruzione di un futuro. La consapevolezza che si fa strada interiormente è che da soli non riusciamo a cambiare la nostra condizione sociale e purtroppo quello che ormai mi avvilisce di più è che qualsiasi passo io potrò fare in futuro (per quanto mi riguarda ovviamente e parlo da freelance) è solo grazie ai miei genitori. Genitori pensionati di 70 anni che garantiscono per me nel contratto per l'affitto a [CENSURED], garantiscono per un eventuale mutuo per un acquisto di una casa, garantiscono per qualsiasi cosa perché al momento io sono una persona che lavora (tanto!) ma non è libera di fare alcun passo in autonomia.
Il guadagno da questo continuo lavorare è quasi nullo, per mettere via 4000€ ci ho messo un anno e mezzo con enormi sacrifici, quanti anni ci vorrebbero per avere un minimo per crearsi un futuro? Senza imprevisti ovviamente.
E ogni volta che si aprono questi discorsi in compagnia o con amici o con persone più grandi di noi sembra che siamo dei pazzi che non vogliamo spaccarci la schiena per lavorare. Ma il punto non è li, il punto è che tutti siamo disposti a lavorare tanto e lo facciamo ma per che cosa?",1
166,"Odio il mio lavoro perché il mio manager occupa questa posizione solo perché è figlio del capo.
Perché c'è un clima da liceo in cui se fai il lecchino e l'amicone col manager allora hai vita facile, in caso contrario patisci le pene dell'inferno.
Odio il mio lavoro perché non viene compreso tanto tempo richieda ogni mansione. Quindi continuano ad aumentare. Le uniche cose che rimangono uguali sono il tempo per farle e lo stipendio a fine mese.
Ma devo dire che non è il lavoro che odio. Mi piace quello che faccio. Quello che odio è il mio manager, i colleghi che vogliono fare le scarpe, la non gratificazione sia economica che ""verbale"".

Sfortunatamente lavoro in una realtà in cui viene sempre ricordato che tutti possono essere rimpiazzati. Non veniamo visti come persone che portano valore all'azienda ma come macchine, come schiavi.",1
167,"Ciao Alessandro! Partecipo alla tua inchiesta su cosa odio del mio lavoro. Assistenza clienti in outsourcing per un brand di elettrodomestici di lusso: devo farmi carico delle bugie del marketing sul prodotto (durabilitá,prestazioni) dovendo subire l'ira dei consumatori che hanno comprato solo perché il brand è uno status symbol e hanno aspettative irreali. Molti si indebitano anche con le finanziarie pur di comprare i prodotti del brand, non hanno peró pietá per chi viene pagato poco e trattato male per ""ripulire"" o disastri che fa il brand e salvargli la faccia. La nostra assistenza è pagata un niente in proporzione al totale costo del prodotto. Il cliente medio non lo sa e sfoga la sua frustrazione sull'operatore dell'assistenza che non ha colpe.
 È alienante, sfiancante a livello mentale per le continue micro aggressioni dai clienti e dai manager, mi ha causato un mentale,  disturbo dell'adattamento ansioso depressivo (ci credo, come adattarsi a queste condizioni senza ledere la propria salute mentale?) Insomma, lavoro  annichilendo me stessa. 


Grazie per il tuo lavoro, come sempre 🙏",1
168,"Sono un dottorando in storia, quindi tecnicamente il mio non viene riconosciuto come un lavoro anche se lo è de facto. Ma non è questa la parte che odio di più del lavoro di ricerca. Odio il mio lavoro per diversi motivi: 1) l'eccessiva burocratizzazione. Non solo al dottorato ma soprattutto dopo non si fa altro che scrivere application per qualunque cosa, di solito per vincere fondi con lo scopo di mettere in competizione più persone con formazione e progetti anche molto differenti, tanto che non si capisce su che base poi le commissioni valutano i vincitori. Poi sono tutti progetti a termine in pochi anni e questa forma di precariato diventa la normalità anche per decenni. Vincere i bandi oramai è come aspettarsi un miracolo. 2) Il mito della produttività. Non solo devo occuparmi del progetto principale ma anche di tutta una serie di attività secondarie che servono a valutare il livello di produttività di una persona.
Fare tot articoli, tot conferenze e tot ore di insegnamento. Io di mio ne ne frego anche ma vedere tanti miei colleghi in ansia perenne per la produttività è straziante. Inoltre oramai ci si valuta spesso sulla grandezza del cv, in una sorta di celolunghismo imbarazzante",1
169,"I capi liberi di dire davanti a tutti che il giorno di smart a settimana (che pare dato per grazia divina) NON è stato concesso per venire incontro alle nostre esigenze personali. Ennesimo esempio della considerazione che hanno dei loro dipendenti :') rido per non piangere. 
Regole rigide che però possono cambiare all'occorrenza, quando fa loro  comodo.
Assenza di comunicazione e totale indifferenza verso la persona
Ti sbattono la loro cafoneria in faccia ogni giorno e tu non puoi farci niente",1
170,"Ciao, ecco i miei commenti: odio il mio lavoro perché mi toglie tempo, perché mi costringe ad avere relazioni con persone con le quali non vorrei avere nulla a che spartire. Perché ho sempre e solo avuto capi maschilisti e omofobi, che pur avendo compiuto azioni e detto cose molto gravi, negli anni, sono sempre stati tutelati dall’azienda.",1
171,Faccio il musicista; professionalità e competenza sono confuse con amicizia e simpatia: lavora chi è amico di... chi dà lavoro non ha i mezzi per comprendere il lavoro stesso,2
172,"Odio il lavoro perché sono ancora in Smart working. Questo implica pause quasi inesistenti, relazioni sociali che passano esclusivamente attraverso uno schermo, perdita del senso di luogo adibito a lavorare. Odio il mio lavoro perché occupa gran parte della giornata, o comunque consuma le mie energie a tal punto che poche me ne rimangono per fare quello che mi piace davvero. Odio il mio lavoro perché mi deumanizza, ho senso solo in quanto potenziale creatrice di profitto. Non importano le mie conoscenze reali, le mie aspettative, le mie inclinazioni. 
Odio il mio lavoro perché sono al terzo tirocinio e vengo ancora pagata 3.75€ all’ora.
Odio il mio lavoro perché non mi lascia niente a fine giornata, non ha impatto sulla comunità. Mi fa stare male sentire parole come “dobbiamo trovare i modi per vendere meglio e più velocemente quello che facciamo”. Mi chiedo che persona mi renda fare un lavoro non allineato con i miei valori. So anche, però, che solo il potermelo chiedere fa di me una persona privilegiata. 

Ci sono diversi aspetti di questa faccenda che è difficile armonizzare: la necessità di un’indipendenza economica quando a ventisei anni ancora vivo coi miei genitori, la possibilità di fare un lavoro che davvero mi piaccia e mi soddisfi umanamente.",1
173,"Ciao, ho 25 anni sono un ingegnere e lavoro a [CENSURED] per una azienda americana affermata nel mondo IT, il mio stipendio mi permette di vivere discretamente considerando che non ho una famiglia a carico, ma se poco poco dovessi affrontare un’emergenza / spesa imprevista o se un giorno decidessi di comprare una casa dovrei comunque chiedere aiuto ai miei genitori. Il quadro generale non è dei peggiori mi rendo conto. Non mi posso lamentare, e quando lo faccio le persone mi guardano come una viziata ingrata. Eppure io so cosa odio del lavoro e lo trovo sacrosanto: é totalizzante, è un'attività ripetitiva ed alienante che richiede sostanzialmente di stare dietro un pc con poche o zero interazioni e sopratutto non ho tempo di fare altro. Lavoro ben oltre le 40 h settimanali e il weekend non basta mai per fare quel che piace a me, dato che non ho altro tempo e mi ritrovo a fare spesa / lavatrici / lavori di casa. E comunque 48h non basterebbero. Sono una persona curiosa.
Amo scoprire, socializzare, viaggiare. 
Le mostre i cinema i musei i ristoranti etnici lo sport outdoor i concerti. 
Ci sono TANTISSIME cose che vorrei fare e che mi renderebbero una persona migliore, in quanto più preparata e consapevole in ambiti anche esterni al mio mero lavoro. A dirla tutto io lavoro solo per potermi permettere tutte queste esperienze, ma non ho il tempo di farle.
Per noi non è più così e forse sarebbe ora di prenderne atto: io lavoro per permettermi di vivere, ma non ho il tempo di farlo e mi ritrovo a vivere per lavorare. Lo trovo inaccettabile, sono stressata ansiosa insoddisfatta e mi sento allineata, anche se ho un lavoro che la maggior parte dei cittadini di questo paese sognerebbe.",1
174,"Sento di non essere diventata ciò che sono. Ho sbagliato strada a quel bivio importante in cui decidi ciò che vuoi fare. E purtroppo a trentacinque anni sento di non poterlo più diventare. La mia laurea poi non mi dà alternative, o faccio quello o non faccio nulla. Non so come reinventarmi.",1
175,"Mi sto sentendo male a leggere le risposte, sono uscita da questo sistema di lavoro più di 10 anni fa e la mia famiglia mi ha trattata come una pazza per anni, finché non è arrivata la pandemia e hanno capito che avevo ragione a stare fuori dalla ruota del criceto. Ma mi rendo conto che lavorare in proprio non è per tutti, che non tutti possono convivere con l'idea di un fatturato tutto da costruire di anno in anno.",1
